Unit Name,Gas Meters,Date,Gas Volume,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/13/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/13/20,189,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/13/20,3096,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/13/20,542,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/13/20,245,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/14/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/14/20,11083,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/14/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/14/20,554,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/14/20,1760,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/14/20,1218,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/14/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/14/20,178,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/14/20,3248,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/14/20,468,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/14/20,254,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/15/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/15/20,11268,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/15/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/15/20,578,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/15/20,1883,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/15/20,1213,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/15/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/15/20,216,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/15/20,3301,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/15/20,710,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/15/20,268,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/16/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/16/20,11518,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/16/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/16/20,523,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/16/20,1729,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/16/20,1308,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/16/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/16/20,178,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/16/20,3635,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/16/20,683,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/16/20,256,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/17/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/17/20,11218,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/17/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/17/20,604,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/17/20,1892,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/17/20,1289,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/17/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/17/20,213,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/17/20,3388,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/17/20,715,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/17/20,303,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/18/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/18/20,10824,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/18/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/18/20,540,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/18/20,1860,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/18/20,1049,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/18/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/18/20,207,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/18/20,3121,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/18/20,650,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/18/20,244,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/19/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/19/20,10584,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/19/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/19/20,1521,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/19/20,1659,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/19/20,1088,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/19/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/19/20,200,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/19/20,3266,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/19/20,400,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/19/20,280,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/20/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/20/20,8796,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/20/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/20/20,1158,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/20/20,1354,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/20/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/20/20,297,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/20/20,3221,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/20/20,811,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/20/20,340,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/21/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/21/20,9696,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/21/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/21/20,598,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/21/20,2041,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/21/20,2021,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/21/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/21/20,390,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/21/20,3984,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/21/20,650,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/21/20,434,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/22/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/22/20,9411,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/22/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/22/20,900,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/22/20,1936,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/22/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/22/20,350,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/22/20,3659,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/22/20,700,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/22/20,476,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/23/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/23/20,9614,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/23/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/23/20,1840,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/23/20,2006,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/23/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/23/20,389,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/23/20,3580,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/23/20,658,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/23/20,450,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/24/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/24/20,8826,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/24/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/24/20,522,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/24/20,1789,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/24/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/24/20,310,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/24/20,3467,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/24/20,579,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/24/20,359,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/25/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/25/20,7903,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/25/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/25/20,1528,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/25/20,1861,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/25/20,1598,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/25/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/25/20,1088,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/25/20,2853,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/25/20,650,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/25/20,332,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/26/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/26/20,7783,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/26/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/26/20,470,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/26/20,1949,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/26/20,1481,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/26/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/26/20,175,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/26/20,2731,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/26/20,600,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/26/20,323,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/27/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/27/20,6238,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/27/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/27/20,495,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,10/27/20,1319,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/27/20,1055,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/27/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/27/20,113,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/27/20,2443,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/27/20,490,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/27/20,250,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/28/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/28/20,7721,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/28/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/28/20,539,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/28/20,1100,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/28/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/28/20,303,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/28/20,3214,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/28/20,500,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/28/20,380,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/29/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/29/20,8224,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/29/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/29/20,899,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/29/20,1796,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/29/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/29/20,345,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/29/20,3460,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/29/20,621,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/29/20,356,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/30/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/30/20,8190,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/30/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/30/20,952,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/30/20,1698,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/30/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/30/20,379,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/30/20,3398,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/30/20,752,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/30/20,450,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,10/31/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,10/31/20,7606,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,10/31/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,10/31/20,845,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,10/31/20,1800,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,10/31/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,10/31/20,380,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,10/31/20,3465,,,,,,,
FWU #803 (INJ),FWU #803 CO2,10/31/20,652,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,10/31/20,462,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/1/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/1/20,7883,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/1/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/1/20,530,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,11/1/20,1722,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/1/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/1/20,498,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,11/1/20,3389,,,,,,,
FWU #803 (INJ),FWU #803 CO2,11/1/20,544,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,11/1/20,507,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/2/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/2/20,6907,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/2/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/2/20,799,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/2/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/2/20,199,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/2/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/2/20,584,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/3/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/3/20,6700,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/3/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/3/20,593,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/3/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/3/20,345,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/3/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/3/20,819,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/4/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/4/20,7003,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/4/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/4/20,682,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/4/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/4/20,1847,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/4/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/4/20,900,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/5/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/5/20,7759,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/5/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/5/20,674,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/5/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/5/20,2745,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/5/20,3,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/5/20,927,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/6/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/6/20,7798,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/6/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/6/20,610,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/6/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/6/20,2944,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/6/20,8,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/6/20,928,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/7/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/7/20,8321,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/7/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/7/20,673,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/7/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/7/20,3023,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/7/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/7/20,950,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/8/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/8/20,7192,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/8/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/8/20,748,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/8/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/8/20,2646,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/8/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/8/20,722,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/9/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/9/20,7788,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/9/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/9/20,1160,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/9/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/9/20,2873,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/9/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/9/20,798,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/10/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/10/20,7053,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/10/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/10/20,2826,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/10/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/10/20,2754,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/10/20,659,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/11/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/11/20,7700,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/11/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/11/20,522,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/11/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/11/20,2996,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/11/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/11/20,818,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/12/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/12/20,7128,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/12/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/12/20,2793,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/12/20,50,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/12/20,1998,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/12/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/12/20,755,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/13/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/13/20,6698,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/13/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/13/20,2896,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/13/20,350,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/13/20,1996,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/13/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/13/20,800,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/14/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/14/20,8512,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/14/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/14/20,2752,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/14/20,300,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/14/20,2154,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/14/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/14/20,758,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/15/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/15/20,8148,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/15/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/15/20,3341,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/15/20,300,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/15/20,1956,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/15/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/15/20,859,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/16/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/16/20,7878,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/16/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/16/20,3394,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/16/20,325,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/16/20,1950,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/16/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/16/20,769,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/17/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/17/20,7749,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/17/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/17/20,3254,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/17/20,608,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/17/20,2155,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/17/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/17/20,684,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/18/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/18/20,7528,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/18/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,11/18/20,706,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/18/20,690,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/18/20,2150,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/18/20,13,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,11/18/20,583,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,11/19/20,0,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,11/19/20,7402,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,11/19/20,0,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,11/19/20,734,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,11/19/20,2165,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,11/19/20,0,,,,,,,
